FID,SHAPE,BEZIRK,STRASSE,BEZUG,ONR,BIS,STIEGE,FRAKTION_PA,FRAKTION_BI,FRAKTION_DO,FRAKTION_G,FRAKTION_KV,FRAKTION_TEXT,URL_TEXT,SE_SDO_ROWID,SE_ANNO_CAD_DATA
ALTSTOFFSAMMLUNGOGD.9074857,POINT (16.309718703881472 48.16875070137985),12,Schlöglgasse,neben,42,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074857,
ALTSTOFFSAMMLUNGOGD.9074858,POINT (16.313209208816076 48.174460203247634),12,Schönbrunner Allee,gegenüber,1,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074858,
ALTSTOFFSAMMLUNGOGD.9074859,POINT (16.310876164241563 48.170004355121755),12,Schönbrunner Allee,vor,37B,,,0,1,0,1,1," Leichtverpackungen, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074859,
ALTSTOFFSAMMLUNGOGD.9074860,POINT (16.311390805263752 48.17142711385973),12,Schönbrunner Allee,vor,38,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074860,
ALTSTOFFSAMMLUNGOGD.9074861,POINT (16.3219467000583 48.18421274148905),12,Schönbrunner Schloßstraße,vor,31B,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074861,
ALTSTOFFSAMMLUNGOGD.9074862,POINT (16.335068192615278 48.18459780379923),12,Schönbrunner Straße,gegenüber,211,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074862,
ALTSTOFFSAMMLUNGOGD.9074863,POINT (16.3227046367803 48.18318823057488),12,Schönbrunner Straße,vor,293,,,0,1,0,1,1," Leichtverpackungen, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074863,
ALTSTOFFSAMMLUNGOGD.9074864,POINT (16.299297532275133 48.165512949747566),12,Schurzgasse,gegenüber,1A,,,1,0,0,1,1," Altglas, Altpapier, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074864,
ALTSTOFFSAMMLUNGOGD.9074865,POINT (16.297212604107223 48.166950019392075),12,Schurzgasse,vor,32,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074865,
ALTSTOFFSAMMLUNGOGD.9074866,POINT (16.296256249497777 48.16726310758107),12,Schurzgasse,gegenüber,58,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074866,
ALTSTOFFSAMMLUNGOGD.9074867,POINT (16.325267794435664 48.179416727194535),12,Singrienergasse,bei,8,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074867,
ALTSTOFFSAMMLUNGOGD.9074868,POINT (16.320876823647136 48.167244640203506),12,Sonnergasse,gegenüber,20,,,1,0,0,1,1," Leichtverpackungen, Altpapier, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074868,
ALTSTOFFSAMMLUNGOGD.9074869,POINT (16.323324435150276 48.17676989844224),12,Spittelbreitengasse,vor,38,,,1,0,0,1,1," Leichtverpackungen, Altpapier, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074869,
ALTSTOFFSAMMLUNGOGD.9074870,POINT (16.313754669542647 48.16061748824273),12,Stachegasse,vor,1A,,,1,0,0,0,1," Leichtverpackungen, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074870,
ALTSTOFFSAMMLUNGOGD.9074871,POINT (16.322392807833193 48.16798785652328),12,Stegmayergasse,neben,1,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074871,
ALTSTOFFSAMMLUNGOGD.9074872,POINT (16.345411503414336 48.18378318470372),12,Steinbauergasse,vor,1,7,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074872,
ALTSTOFFSAMMLUNGOGD.9074873,POINT (16.33892512301574 48.18157541011583),12,Steinbauergasse,gegenüber,34A,,,0,1,0,1,1," Biomüll, Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074873,
ALTSTOFFSAMMLUNGOGD.9074874,POINT (16.308797999653745 48.160751405711764),12,Steiningergasse,bei,34,,,1,0,0,1,1," Altpapier, Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074874,
ALTSTOFFSAMMLUNGOGD.9074875,POINT (16.307422416001632 48.161584119182784),12,Steiningergasse,vor,54,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074875,
ALTSTOFFSAMMLUNGOGD.9074876,POINT (16.31743432001159 48.174189461247956),12,Stranitzkygasse,vor,11,,,0,1,0,1,1," Leichtverpackungen, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074876,
ALTSTOFFSAMMLUNGOGD.9074877,POINT (16.317678350807125 48.17532930805761),12,Stranitzkygasse,gegenüber,4,,,0,1,0,1,0," Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074877,
ALTSTOFFSAMMLUNGOGD.9074878,POINT (16.31272937883645 48.169636742337126),12,Strohberggasse,gegenüber,7,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074878,
ALTSTOFFSAMMLUNGOGD.9074879,POINT (16.32899654170706 48.176107586516295),12,Tanbruckgasse,gegenüber,21,23,,0,1,0,1,1," Leichtverpackungen, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074879,
ALTSTOFFSAMMLUNGOGD.9074880,POINT (16.333784343384128 48.168654966074506),12,Technologiestraße,neben,10,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074880,
ALTSTOFFSAMMLUNGOGD.9074881,POINT (16.33455730970602 48.17089880271824),12,Technologiestrasse,neben,4A,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074881,
ALTSTOFFSAMMLUNGOGD.9074882,POINT (16.334348961082977 48.16963524389214),12,Technologiestrasse,gegenüber,6C,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074882,
ALTSTOFFSAMMLUNGOGD.9074883,POINT (16.329099830101143 48.18183927105602),12,Theresienbadgasse,neben,6,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074883,
ALTSTOFFSAMMLUNGOGD.9074884,POINT (16.325864704998878 48.163915069759994),12,Thorvaldsengasse,vor,19,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074884,
ALTSTOFFSAMMLUNGOGD.9075381,POINT (16.23727167437106 48.209898067509535),14,Anzengruberstraße,vor,17,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075381,
ALTSTOFFSAMMLUNGOGD.9075382,POINT (16.235557894988794 48.21046360353859),14,Anzengruberstraße,bei,31,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075382,
ALTSTOFFSAMMLUNGOGD.9075383,POINT (16.235079716542963 48.2107303727529),14,Anzengruberstraße,vor,38,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075383,
ALTSTOFFSAMMLUNGOGD.9075384,POINT (16.233677360468956 48.21123535983021),14,Anzengruberstraße,gegenüber,45,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075384,
ALTSTOFFSAMMLUNGOGD.9075385,POINT (16.23359091629796 48.2111314111048),14,Anzengruberstraße,gegenüber,50,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075385,
ALTSTOFFSAMMLUNGOGD.9075386,POINT (16.2305866390331 48.21198205871344),14,Anzengruberstraße,gegenüber,72,,,1,0,0,1,1," Leichtverpackungen, Altpapier, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075386,
ALTSTOFFSAMMLUNGOGD.9075387,POINT (16.226851458858786 48.21322475892533),14,Anzengruberstraße,vor,79,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075387,
ALTSTOFFSAMMLUNGOGD.9075388,POINT (16.290486745305458 48.19194783450268),14,Astgasse,gegenüber,8,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075388,
ALTSTOFFSAMMLUNGOGD.9075389,POINT (16.22385410240463 48.2086482799207),14,Badgasse,vor,7A,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075389,
ALTSTOFFSAMMLUNGOGD.9075390,POINT (16.2795625661797 48.194217099724476),14,Baumgartenstraße,vor,53,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075390,
ALTSTOFFSAMMLUNGOGD.9075391,POINT (16.27837288549849 48.19430086477709),14,Baumgartenstraße,vor,63,,,1,1,0,0,1," Biomüll, Altpapier, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075391,
ALTSTOFFSAMMLUNGOGD.9075392,POINT (16.31203622170642 48.192233161639095),14,Beckmanngasse,neben,18,,,0,0,0,1,1," Altglas, Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075392,
ALTSTOFFSAMMLUNGOGD.9075393,POINT (16.255930454444968 48.199586934554006),14,Bergmillergasse,,7,,,0,0,0,1,1," Leichtverpackungen, Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075393,
ALTSTOFFSAMMLUNGOGD.9075394,POINT (16.24420070017997 48.20499450644411),14,Bierhäuselberggasse,neben,16,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075394,
ALTSTOFFSAMMLUNGOGD.9075395,POINT (16.242813273289688 48.20452664016407),14,Bierhäuselberggasse,gegenüber,19,,,1,0,0,1,1," Altpapier, Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075395,
ALTSTOFFSAMMLUNGOGD.9075396,POINT (16.240964388937922 48.20531104265788),14,Bierhäuselberggasse,neben,43,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075396,
ALTSTOFFSAMMLUNGOGD.9075397,POINT (16.243359937638793 48.20777705418343),14,Bierhäuselberggasse,gegenüber,96,,,1,0,0,1,1," Leichtverpackungen, Altpapier, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075397,
ALTSTOFFSAMMLUNGOGD.9075398,POINT (16.2943386199787 48.201195158104596),14,Braillegasse,bei,1,,,1,1,0,1,0," Altpapier, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075398,
ALTSTOFFSAMMLUNGOGD.9075399,POINT (16.295565831688176 48.20537178301553),14,Braillegasse,gegenüber,35,,,1,1,0,0,0," Altpapier, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075399,
ALTSTOFFSAMMLUNGOGD.9075400,POINT (16.295317863165643 48.204377044500966),14,Braillegasse,neben,40,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075400,
ALTSTOFFSAMMLUNGOGD.9075401,POINT (16.298228952364347 48.20250601079367),14,Breitenseer Straße,gegenüber,110,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075401,
ALTSTOFFSAMMLUNGOGD.9075402,POINT (16.294706988483224 48.202818659396385),14,Breitenseer Straße,neben,114C,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075402,
ALTSTOFFSAMMLUNGOGD.9075403,POINT (16.306984217794636 48.20211151282965),14,Breitenseer Straße,vor,35,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075403,
ALTSTOFFSAMMLUNGOGD.9075404,POINT (16.296049246687314 48.202582433417156),14,Breitenseer Straße,neben,61C,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075404,
ALTSTOFFSAMMLUNGOGD.9075405,POINT (16.293670673336845 48.2028531750473),14,Breitenseer Straße,vor,75,,,1,0,0,1,1," Leichtverpackungen, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075405,
ALTSTOFFSAMMLUNGOGD.9075406,POINT (16.29318507220606 48.202467365007436),14,Breitenseer Straße,vor,77,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075406,
ALTSTOFFSAMMLUNGOGD.9075407,POINT (16.2596736181592 48.198981182489),14,Brudermanngasse,bei,13,,,1,1,0,0,0," Biomüll, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075407,
ALTSTOFFSAMMLUNGOGD.9075408,POINT (16.216981290107498 48.21141334268495),14,Buchbergstraße,gegenüber,2,,,1,0,0,1,1," Leichtverpackungen, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075408,
ALTSTOFFSAMMLUNGOGD.9075409,POINT (16.238735992017748 48.21279522307143),14,Bugstraße,neben,22,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075409,
ALTSTOFFSAMMLUNGOGD.9075410,POINT (16.2547538511369 48.205325137632606),14,Bujattigasse,vor,11A,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075410,
ALTSTOFFSAMMLUNGOGD.9075411,POINT (16.25511088840637 48.20977568585316),14,Bujattigasse,gegenüber,35,,,1,1,0,1,1," Altpapier, Altglas, Biomüll, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075411,
ALTSTOFFSAMMLUNGOGD.9075412,POINT (16.227830625488803 48.21520689021188),14,Cottagestraße,gegenüber,24,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075412,
ALTSTOFFSAMMLUNGOGD.9075413,POINT (16.229051852644975 48.21523771168647),14,Cottagestraße,vor,29,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9075413,
ALTSTOFFSAMMLUNGOGD.9073852,POINT (16.43020777357851 48.20635758296415),2,Wehlistraße,vor,291,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073852,
ALTSTOFFSAMMLUNGOGD.9073853,POINT (16.437270655522067 48.20141682255047),2,Wehlistraße,vor,303,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073853,
ALTSTOFFSAMMLUNGOGD.9073854,POINT (16.438773131667197 48.20017892144361),2,Wehlistraße,gegenüber,309,,,0,1,0,1,1," Leichtverpackungen, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073854,
ALTSTOFFSAMMLUNGOGD.9073855,POINT (16.40332935602519 48.2196431328159),2,Wohlmutstraße,gegenüber,23,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073855,
ALTSTOFFSAMMLUNGOGD.9073856,POINT (16.39789949155206 48.22093643276138),2,Wolfgang-Schmälzl-Gasse,neben,6,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073856,
ALTSTOFFSAMMLUNGOGD.9073857,POINT (16.38332636352282 48.215106928391705),2,Zirkusgasse,gegenüber,11,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073857,
ALTSTOFFSAMMLUNGOGD.9073858,POINT (16.38650141311284 48.21844898567735),2,Zirkusgasse,vor,50,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073858,
ALTSTOFFSAMMLUNGOGD.9073859,POINT (16.41233282068655 48.194454786654234),3,Althoff-Jacobi-Gasse,neben,1,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073859,
ALTSTOFFSAMMLUNGOGD.9073860,POINT (16.378834292927205 48.20073616918906),3,Am Heumarkt,vor,23,,,0,1,0,1,1," Leichtverpackungen, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073860,
ALTSTOFFSAMMLUNGOGD.9073861,POINT (16.38266006124728 48.20030966434648),3,Am Modenapark,gegenüber,3,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073861,
ALTSTOFFSAMMLUNGOGD.9073862,POINT (16.38219398758449 48.199166002668996),3,Am Modenapark,gegenüber,9,,,0,1,0,1,1," Leichtverpackungen, Altglas, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073862,
ALTSTOFFSAMMLUNGOGD.9073863,POINT (16.382329397516326 48.20569062605616),3,Am Stadtpark,gegenüber,1,,,0,1,0,1,1," Leichtverpackungen, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073863,
ALTSTOFFSAMMLUNGOGD.9073864,POINT (16.397152260394712 48.19937136658599),3,Apostelgasse,neben,2,14,/14,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073864,
ALTSTOFFSAMMLUNGOGD.9073865,POINT (16.38715239470595 48.194127245960225),3,Aspangstraße,gegenüber,1,,,0,1,0,1,1," Leichtverpackungen, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073865,
ALTSTOFFSAMMLUNGOGD.9073866,POINT (16.390744406829302 48.1925980932951),3,Aspangstraße,neben,27,,,0,1,0,1,1," Leichtverpackungen, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073866,
ALTSTOFFSAMMLUNGOGD.9073867,POINT (16.39366756740682 48.19139292155201),3,Aspangstraße,vor,6,,,0,0,0,1,1," Leichtverpackungen, Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073867,
ALTSTOFFSAMMLUNGOGD.9073868,POINT (16.398034956143785 48.18985253762279),3,Aspangstraße,neben,65,,,0,1,0,1,1," Leichtverpackungen, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073868,
ALTSTOFFSAMMLUNGOGD.9073869,POINT (16.39418560970707 48.1965851795313),3,Barmherzigengasse,gegenüber,16,,,0,1,0,1,1," Leichtverpackungen, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073869,
ALTSTOFFSAMMLUNGOGD.9073870,POINT (16.407581240587987 48.19275829481293),3,Barthgasse,bei,13,15,,0,1,0,1,1," Leichtverpackungen, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073870,
ALTSTOFFSAMMLUNGOGD.9073871,POINT (16.405869531970772 48.19364185293761),3,Barthgasse,vor,4,,,0,1,0,1,1," Leichtverpackungen, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073871,
ALTSTOFFSAMMLUNGOGD.9073872,POINT (16.38682149848814 48.20421006712158),3,Baumannstraße,vor,2,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073872,
ALTSTOFFSAMMLUNGOGD.9073873,POINT (16.399239127575346 48.19567923560954),3,Baumgasse,neben,33,37,,0,1,0,1,1," Leichtverpackungen, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073873,
ALTSTOFFSAMMLUNGOGD.9073874,POINT (16.404285152003673 48.19351707758045),3,Baumgasse,bei,71,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073874,
ALTSTOFFSAMMLUNGOGD.9073875,POINT (16.381128301938944 48.20084123449188),3,Bayerngasse,gegenüber,4,,,0,0,0,1,1," Altglas, Leichtverpackungen, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073875,
ALTSTOFFSAMMLUNGOGD.9073876,POINT (16.391602130000962 48.194711364561016),3,Boerhaavegasse,neben,8,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073876,
ALTSTOFFSAMMLUNGOGD.9073877,POINT (16.39405626687331 48.209644041745385),3,Custozzagasse,neben,14,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073877,
ALTSTOFFSAMMLUNGOGD.9073878,POINT (16.39206390396355 48.19780508484232),3,Dannebergplatz,gegenüber,10,,,0,1,0,1,1," Leichtverpackungen, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073878,
ALTSTOFFSAMMLUNGOGD.9073879,POINT (16.390840590246025 48.19766474947745),3,Dannebergplatz,gegenüber,14,,,0,1,0,1,1," Leichtverpackungen, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073879,
ALTSTOFFSAMMLUNGOGD.9073880,POINT (16.406179517170173 48.19784726324838),3,Dietrichgasse,vor,44,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073880,
ALTSTOFFSAMMLUNGOGD.9073881,POINT (16.41686752598636 48.18496588147181),3,Döblerhofstraße,gegenüber,18,,,0,0,0,1,1," Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073881,
ALTSTOFFSAMMLUNGOGD.9073882,POINT (16.40452614330214 48.1987400280409),3,Drorygasse,vor,17,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073882,
ALTSTOFFSAMMLUNGOGD.9073883,POINT (16.407145269210616 48.199832107292664),3,Erdberger Lände,neben,38,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9073883,
ALTSTOFFSAMMLUNGOGD.9074368,POINT (16.35540448015597 48.174825370946785),10,Inzersdorfer Straße,vor,125,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074368,
ALTSTOFFSAMMLUNGOGD.9074369,POINT (16.37049981773941 48.171782212180545),10,Inzersdorfer Straße,gegenüber,53,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074369,
ALTSTOFFSAMMLUNGOGD.9074370,POINT (16.375980079005824 48.17071932625712),10,Inzersdorfer Straße,vor,8,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074370,
ALTSTOFFSAMMLUNGOGD.9074371,POINT (16.371815858387883 48.15189494266807),10,Josef-Enslein-Platz,gegenüber,1,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074371,
ALTSTOFFSAMMLUNGOGD.9074372,POINT (16.391839270740974 48.14816186312393),10,Jura-Soyfer-Gasse,neben,6,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074372,
ALTSTOFFSAMMLUNGOGD.9074373,POINT (16.40352593757055 48.13846575002779),10,Kästenbaumgasse,gegenüber,29,,,1,0,0,1,0," Altpapier, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074373,
ALTSTOFFSAMMLUNGOGD.9074374,POINT (16.402615846698954 48.13613224064446),10,Kästenbaumgasse,gegenüber,34,,,0,1,0,1,1," Leichtverpackungen, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074374,
ALTSTOFFSAMMLUNGOGD.9074375,POINT (16.39375530399849 48.17451288844757),10,Kempelengasse,gegenüber,6,,,0,0,0,1,1," Leichtverpackungen, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074375,
ALTSTOFFSAMMLUNGOGD.9074376,POINT (16.381355619766065 48.17069107681523),10,Kennergasse,neben,13,,,0,1,0,1,1," Leichtverpackungen, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074376,
ALTSTOFFSAMMLUNGOGD.9074377,POINT (16.375173958761145 48.17906958647808),10,Keplerplatz,gegenüber,8,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074377,
ALTSTOFFSAMMLUNGOGD.9074378,POINT (16.37732913297817 48.16151125449742),10,Klasterskygasse,vor,15,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074378,
ALTSTOFFSAMMLUNGOGD.9074379,POINT (16.417667597022508 48.13238950467117),10,Klederinger Straße,bei,129,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074379,
ALTSTOFFSAMMLUNGOGD.9074380,POINT (16.41554556487009 48.132977446073994),10,Klederinger Straße,vor,150,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074380,
ALTSTOFFSAMMLUNGOGD.9074381,POINT (16.412730427936673 48.133509693796825),10,Klederinger Straße,vor,173,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074381,
ALTSTOFFSAMMLUNGOGD.9074382,POINT (16.408099075417336 48.134709790013666),10,Klederinger Straße,gegenüber,213,,,1,0,0,1,1," Altpapier, Altglas, Leichtverpackungen",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,9074382,
